date,actual,foundation_chronos
2016-05-17 00:00:00,50.0,53.38859
2016-05-17 01:00:00,55.0,55.088867
2016-05-17 02:00:00,51.66666666666666,53.04854
2016-05-17 03:00:00,53.333333333333336,51.68832
2016-05-17 04:00:00,53.333333333333336,54.068703
2016-05-17 05:00:00,58.333333333333336,56.449085
2016-05-17 06:00:00,56.66666666666666,79.23276
2016-05-17 07:00:00,65.0,71.75155
2016-05-17 08:00:00,56.66666666666666,89.77445
2016-05-17 09:00:00,51.66666666666666,69.03111
2016-05-17 10:00:00,53.333333333333336,68.351
2016-05-17 11:00:00,51.66666666666666,71.75155
2016-05-17 12:00:00,53.333333333333336,72.431656
2016-05-17 13:00:00,41.66666666666666,68.351
2016-05-17 14:00:00,53.333333333333336,63.25018
2016-05-17 15:00:00,51.66666666666666,64.950455
2016-05-17 16:00:00,66.66666666666667,75.83221
2016-05-17 17:00:00,153.33333333333334,98.27582
2016-05-17 18:00:00,100.0,97.5957
2016-05-17 19:00:00,123.33333333333331,100.136986
2016-05-17 20:00:00,118.33333333333331,91.67947
2016-05-17 21:00:00,65.0,66.98352
2016-05-17 22:00:00,46.66666666666666,55.142998
2016-05-17 23:00:00,55.0,53.451496
2016-05-18 00:00:00,51.66666666666666,53.451496
2016-05-18 01:00:00,53.333333333333336,53.451496
2016-05-18 02:00:00,55.0,54.128098
2016-05-18 03:00:00,51.66666666666666,53.451496
2016-05-18 04:00:00,51.66666666666666,52.436592
2016-05-18 05:00:00,65.0,59.202606
2016-05-18 06:00:00,70.0,67.660126
2016-05-18 07:00:00,53.333333333333336,68.33672
2016-05-18 08:00:00,61.66666666666666,74.08784
2016-05-18 09:00:00,65.0,75.10274
2016-05-18 10:00:00,58.333333333333336,69.35162
2016-05-18 11:00:00,70.0,57.511105
2016-05-18 12:00:00,56.66666666666666,62.247314
2016-05-18 13:00:00,86.66666666666667,59.202606
2016-05-18 14:00:00,81.66666666666667,66.64522
2016-05-18 15:00:00,83.33333333333333,73.07294
2016-05-18 16:00:00,105.0,75.10274
2016-05-18 17:00:00,118.33333333333331,100.81358
2016-05-18 18:00:00,178.33333333333334,105.88809
2016-05-18 19:00:00,143.33333333333334,110.19978
2016-05-18 20:00:00,223.33333333333331,105.11363
2016-05-18 21:00:00,81.66666666666667,71.88417
2016-05-18 22:00:00,51.66666666666666,58.321114
2016-05-18 23:00:00,56.66666666666666,54.930355
2016-05-19 00:00:00,51.66666666666666,56.625732
2016-05-19 01:00:00,51.66666666666666,54.930355
2016-05-19 02:00:00,50.0,55.947582
2016-05-19 03:00:00,51.66666666666666,53.574047
2016-05-19 04:00:00,56.66666666666666,56.96481
2016-05-19 05:00:00,55.0,61.71188
2016-05-19 06:00:00,58.333333333333336,64.08541
2016-05-19 07:00:00,50.0,66.45895
2016-05-19 08:00:00,53.333333333333336,69.171555
2016-05-19 09:00:00,36.66666666666666,65.78079
2016-05-19 10:00:00,55.0,71.88417
2016-05-19 11:00:00,51.66666666666666,68.49341
2016-05-19 12:00:00,55.0,68.15433
2016-05-19 13:00:00,50.0,65.78079
2016-05-19 14:00:00,63.333333333333336,64.08541
2016-05-19 15:00:00,81.66666666666667,71.54509
2016-05-19 16:00:00,90.0,80.02199
2016-05-19 17:00:00,208.33333333333331,130.20528
2016-05-19 18:00:00,120.0,133.59604
2016-05-19 19:00:00,98.33333333333331,104.18557
2016-05-19 20:00:00,118.33333333333331,95.72894
2016-05-19 21:00:00,66.66666666666667,66.97644
2016-05-19 22:00:00,50.0,56.828495
2016-05-19 23:00:00,56.66666666666666,54.122375
2016-05-20 00:00:00,51.66666666666666,54.79891
2016-05-20 01:00:00,51.66666666666666,54.122375
2016-05-20 02:00:00,36.66666666666666,53.445843
2016-05-20 03:00:00,58.333333333333336,54.79891
2016-05-20 04:00:00,51.66666666666666,56.828495
2016-05-20 05:00:00,61.66666666666666,56.828495
2016-05-20 06:00:00,66.66666666666667,60.211143
2016-05-20 07:00:00,80.0,66.638176
2016-05-20 08:00:00,126.66666666666669,69.3443
2016-05-20 09:00:00,73.33333333333333,86.595795
2016-05-20 10:00:00,81.66666666666667,79.830505
2016-05-20 11:00:00,73.33333333333333,83.55142
2016-05-20 12:00:00,71.66666666666667,78.139175
2016-05-20 13:00:00,61.66666666666666,78.47745
2016-05-20 14:00:00,60.0,80.8453
2016-05-20 15:00:00,46.66666666666666,75.771324
2016-05-20 16:00:00,48.333333333333336,91.66977
2016-05-20 17:00:00,75.0,99.788124
2016-05-20 18:00:00,78.33333333333333,113.318726
2016-05-20 19:00:00,65.0,79.16658
2016-05-20 20:00:00,70.0,72.51393
2016-05-20 21:00:00,65.0,59.873886
2016-05-20 22:00:00,53.333333333333336,53.553864
2016-05-20 23:00:00,45.0,55.217026
2016-05-21 00:00:00,48.333333333333336,51.890697
2016-05-21 01:00:00,51.66666666666666,54.55176
2016-05-21 02:00:00,56.66666666666666,52.555965
2016-05-21 03:00:00,48.333333333333336,55.217026
2016-05-21 04:00:00,56.66666666666666,55.217026
2016-05-21 05:00:00,51.66666666666666,57.545456
2016-05-21 06:00:00,60.0,57.545456
2016-05-21 07:00:00,56.66666666666666,64.198105
2016-05-21 08:00:00,208.33333333333331,67.52443
2016-05-21 09:00:00,310.0,62.534943
2016-05-21 10:00:00,383.3333333333333,71.51603
2016-05-21 11:00:00,431.6666666666667,62.534943
2016-05-21 12:00:00,228.33333333333331,65.19601
2016-05-21 13:00:00,343.3333333333333,63.20021
2016-05-21 14:00:00,303.3333333333333,65.19601
2016-05-21 15:00:00,361.6666666666667,68.1897
2016-05-21 16:00:00,100.0,78.50131
2016-05-21 17:00:00,95.0,85.81923
2016-05-21 18:00:00,125.0,85.81923
2016-05-21 19:00:00,108.33333333333331,102.37373
2016-05-21 20:00:00,95.0,91.63289
2016-05-21 21:00:00,135.0,69.81553
2016-05-21 22:00:00,73.33333333333333,61.75989
2016-05-21 23:00:00,148.33333333333334,56.389465
2016-05-22 00:00:00,60.0,55.04686
2016-05-22 01:00:00,56.66666666666666,52.361645
2016-05-22 02:00:00,51.66666666666666,55.04686
2016-05-22 03:00:00,53.333333333333336,55.04686
2016-05-22 04:00:00,55.0,54.0399
2016-05-22 05:00:00,50.0,55.718163
2016-05-22 06:00:00,58.333333333333336,56.389465
2016-05-22 07:00:00,63.333333333333336,62.4312
2016-05-22 08:00:00,190.0,85.2555
2016-05-22 09:00:00,113.33333333333331,88.61202
2016-05-22 10:00:00,201.66666666666663,96.66765
2016-05-22 11:00:00,343.3333333333333,97.33896
2016-05-22 12:00:00,126.66666666666669,87.605064
2016-05-22 13:00:00,103.33333333333331,90.96158
2016-05-22 14:00:00,106.66666666666669,84.919846
2016-05-22 15:00:00,96.66666666666669,88.61202
2016-05-22 16:00:00,88.33333333333333,91.96853
2016-05-22 17:00:00,265.0,121.84152
2016-05-22 18:00:00,120.0,109.08676
2016-05-22 19:00:00,96.66666666666669,110.22241
2016-05-22 20:00:00,116.66666666666669,92.69469
2016-05-22 21:00:00,88.33333333333333,75.84111
2016-05-22 22:00:00,78.33333333333333,59.99874
2016-05-22 23:00:00,60.0,56.628025
2016-05-23 00:00:00,58.333333333333336,54.268524
2016-05-23 01:00:00,51.66666666666666,55.27974
2016-05-23 02:00:00,58.333333333333336,55.27974
2016-05-23 03:00:00,51.66666666666666,53.257305
2016-05-23 04:00:00,50.0,54.268524
2016-05-23 05:00:00,66.66666666666667,55.95388
2016-05-23 06:00:00,60.0,61.347027
2016-05-23 07:00:00,56.66666666666666,61.347027
2016-05-23 08:00:00,51.66666666666666,66.74017
2016-05-23 09:00:00,55.0,65.72896
2016-05-23 10:00:00,51.66666666666666,72.47038
2016-05-23 11:00:00,56.66666666666666,64.71774
2016-05-23 12:00:00,61.66666666666666,73.14453
2016-05-23 13:00:00,56.66666666666666,72.807465
2016-05-23 14:00:00,58.333333333333336,70.110886
2016-05-23 15:00:00,73.33333333333333,65.72896
2016-05-23 16:00:00,156.66666666666666,73.481606
2016-05-23 17:00:00,380.0,84.26789
2016-05-23 18:00:00,123.33333333333331,91.00932
2016-05-23 19:00:00,120.0,114.53093
2016-05-23 20:00:00,105.0,103.511925
2016-05-23 21:00:00,68.33333333333333,65.78017
2016-05-23 22:00:00,63.333333333333336,56.764603
2016-05-23 23:00:00,58.333333333333336,54.09333
2016-05-24 00:00:00,50.0,55.762875
2016-05-24 01:00:00,56.66666666666666,52.089867
2016-05-24 02:00:00,55.0,55.095055
2016-05-24 03:00:00,53.333333333333336,52.089867
2016-05-24 04:00:00,53.333333333333336,54.761147
2016-05-24 05:00:00,106.66666666666669,61.439335
2016-05-24 06:00:00,71.66666666666667,64.778435
2016-05-24 07:00:00,161.66666666666666,62.441063
2016-05-24 08:00:00,56.66666666666666,61.773247
2016-05-24 09:00:00,38.333333333333336,62.441063
2016-05-24 10:00:00,66.66666666666667,60.771515
2016-05-24 11:00:00,101.66666666666669,61.773247
2016-05-24 12:00:00,128.33333333333334,64.11061
2016-05-24 13:00:00,118.33333333333331,69.78707
2016-05-24 14:00:00,150.0,72.45834
2016-05-24 15:00:00,141.66666666666666,73.460075
2016-05-24 16:00:00,141.66666666666666,86.81645
2016-05-24 17:00:00,203.33333333333331,91.82509
2016-05-24 18:00:00,136.66666666666666,110.19012
2016-05-24 19:00:00,123.33333333333331,116.64328
2016-05-24 20:00:00,96.66666666666669,108.552414
2016-05-24 21:00:00,76.66666666666667,71.80641
2016-05-24 22:00:00,61.66666666666666,61.692833
2016-05-24 23:00:00,58.333333333333336,56.63604
2016-05-25 00:00:00,53.333333333333336,55.9618
2016-05-25 01:00:00,53.333333333333336,55.287563
2016-05-25 02:00:00,56.66666666666666,53.264847
2016-05-25 03:00:00,48.333333333333336,55.287563
2016-05-25 04:00:00,55.0,52.590607
2016-05-25 05:00:00,55.0,61.355713
2016-05-25 06:00:00,55.0,61.692833
2016-05-25 07:00:00,65.0,56.63604
2016-05-25 08:00:00,83.33333333333333,55.287563
2016-05-25 09:00:00,90.0,54.276207
2016-05-25 10:00:00,78.33333333333333,53.264847
2016-05-25 11:00:00,50.0,56.63604
2016-05-25 12:00:00,60.0,59.332993
2016-05-25 13:00:00,71.66666666666667,55.9618
2016-05-25 14:00:00,80.0,58.658752
2016-05-25 15:00:00,80.0,63.378426
2016-05-25 16:00:00,231.66666666666663,83.60558
2016-05-25 17:00:00,118.33333333333331,126.75685
2016-05-25 18:00:00,156.66666666666666,119.340225
2016-05-25 19:00:00,118.33333333333331,112.67356
2016-05-25 20:00:00,190.0,109.3001
2016-05-25 21:00:00,56.66666666666666,71.85469
2016-05-25 22:00:00,53.333333333333336,58.02351
2016-05-25 23:00:00,53.333333333333336,58.02351
2016-05-26 00:00:00,53.333333333333336,55.324745
2016-05-26 01:00:00,55.0,56.674126
2016-05-26 02:00:00,50.0,53.300663
2016-05-26 03:00:00,56.66666666666666,53.300663
2016-05-26 04:00:00,50.0,58.360855
2016-05-26 05:00:00,56.66666666666666,63.421043
2016-05-26 06:00:00,61.66666666666666,70.16796
2016-05-26 07:00:00,100.0,71.51735
2016-05-26 08:00:00,156.66666666666666,70.16796
2016-05-26 09:00:00,276.6666666666667,64.09573
2016-05-26 10:00:00,265.0,64.770424
2016-05-26 11:00:00,243.33333333333331,66.79451
2016-05-26 12:00:00,221.66666666666663,71.85469
2016-05-26 13:00:00,75.0,71.51735
2016-05-26 14:00:00,68.33333333333333,83.661804
2016-05-26 15:00:00,61.66666666666666,89.05934
2016-05-26 16:00:00,495.0,100.866455
2016-05-26 17:00:00,440.0,112.67356
2016-05-26 18:00:00,215.0,112.33621
2016-05-26 19:00:00,223.33333333333331,116.32029
2016-05-26 20:00:00,91.66666666666669,109.354996
2016-05-26 21:00:00,76.66666666666667,81.84212
2016-05-26 22:00:00,70.0,63.38411
2016-05-26 23:00:00,65.0,58.508408
2016-05-27 00:00:00,60.0,55.02576
2016-05-27 01:00:00,58.333333333333336,56.418823
2016-05-27 02:00:00,50.0,55.72229
2016-05-27 03:00:00,58.333333333333336,54.32923
2016-05-27 04:00:00,58.333333333333336,55.72229
2016-05-27 05:00:00,58.333333333333336,56.418823
2016-05-27 06:00:00,63.333333333333336,59.204933
2016-05-27 07:00:00,111.66666666666669,63.38411
2016-05-27 08:00:00,130.0,91.59352
2016-05-27 09:00:00,251.66666666666663,84.27997
2016-05-27 10:00:00,251.66666666666663,86.71782
2016-05-27 11:00:00,310.0,76.61815
2016-05-27 12:00:00,185.0,84.976494
2016-05-27 13:00:00,265.0,77.31468
2016-05-27 14:00:00,101.66666666666669,78.359474
2016-05-27 15:00:00,76.66666666666667,77.66295
2016-05-27 16:00:00,135.0,89.852196
2016-05-27 17:00:00,180.0,127.81301
2016-05-27 18:00:00,430.0,119.802925
